X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_M
Tubb2b,590.33602,-0.342360665,0.085268158,-4.016355999,5.91E-05,0.000761708,Tubb2b
Perm1,333.9303065,-0.34231224,0.104345675,-3.272109299,0.001067483,0.00914702,Perm1
Strip2,37.61797785,-0.342308811,0.166316809,-3.054645458,0.002253267,0.01697314,Strip2
Syt12,5.05883898,-0.341286669,0.17321349,-2.372996326,0.017644439,0.088551487,Syt12
Thap3,128.6032412,-0.341200741,0.138774733,-2.463366746,0.013763905,0.073290356,Thap3
Drp2,6.313870431,-0.340795444,0.189718085,-2.109804562,0.034875193,0.146386901,Drp2
4930579G18Rik,89.11697794,-0.340623214,0.154828957,-2.193258819,0.028288737,0.126026054,4930579G18Rik
Nexmif,6.172216524,-0.340154761,0.189198966,-2.011707495,0.04425078,0.173930898,Nexmif
Il18,71.08120636,-0.339553079,0.171404208,-1.996042837,0.04592926,0.178656662,Il18
Efnb1,87.00486087,-0.339514978,0.166825173,-2.038240722,0.041525865,0.166168929,Efnb1
Spint2,28.1493552,-0.339397466,0.169740635,-2.644861705,0.008172431,0.048407553,Spint2
Dnah2,7.400370799,-0.339155547,0.191242448,-1.999017837,0.045606424,0.177743877,Dnah2
Azi2,1001.710095,-0.338307709,0.062026575,-5.453943332,4.93E-08,1.38E-06,Azi2
Car12,33.2974057,-0.338134639,0.167091806,-3.146947942,0.001649843,0.013165293,Car12
Gm27239,3.111676826,-0.337498599,0.163954812,-1.988640166,0.046740935,0.180615991,Gm27239
Selenow,903.8972416,-0.33745667,0.071086017,-4.744371436,2.09E-06,3.98E-05,Selenow
Slco1a5,2.635220377,-0.337220973,0.130034396,-3.113629376,0.001848015,NA,Slco1a5
Clcn6,475.5909678,-0.337009346,0.075543539,-4.461132017,8.15E-06,0.000132606,Clcn6
Ccdc30,3.768743982,-0.336520502,0.165231158,-2.012749837,0.044140954,0.173710801,Ccdc30
Cfap100,4.354839594,-0.335507424,0.170847957,-2.674095887,0.007493102,0.04511239,Cfap100
Ptgds,38.23874115,-0.334651259,0.173048596,-2.170682106,0.029955211,0.13091206,Ptgds
Thra,137.6347313,-0.334630333,0.133912717,-2.499215697,0.012446853,0.067870891,Thra
Cxcl12,3.968533189,-0.334605941,0.152211101,-2.434021653,0.014932102,0.077895073,Cxcl12
Pipox,2.188715392,-0.333938195,0.137911533,-2.461587349,0.013832371,NA,Pipox
Pxdc1,110.7963069,-0.333902529,0.150570306,-2.228188844,0.025867925,0.118304695,Pxdc1
Sh3bp1,303.846732,-0.333540837,0.098779775,-3.378295344,0.000729367,0.006663837,Sh3bp1
Apol9a,2.344975151,-0.333538307,0.134195179,-2.178774302,0.029348439,NA,Apol9a
Epb41l4a,4.655054779,-0.332601028,0.176125641,-2.262689409,0.023654842,0.110661316,Epb41l4a
Masp1,108.5150545,-0.33242655,0.148816327,-2.202899149,0.027601858,0.12368322,Masp1
Sult2b1,4.5586139,-0.331846651,0.170553222,-1.975934516,0.048162194,0.184452173,Sult2b1
Pip5k1b,10.32657309,-0.331846536,0.186258557,-2.575520799,0.010008925,0.056884118,Pip5k1b
Apol9b,5.388145651,-0.331442753,0.159452555,-2.141189308,0.032258775,0.138156874,Apol9b
Matn2,29.48908854,-0.331238427,0.184365077,-2.369657836,0.017804554,0.089072946,Matn2
Bora,81.65993056,-0.330885646,0.16836148,-1.963666536,0.049568776,0.18845245,Bora
Rorc,2.744525756,-0.33078967,0.144082299,-2.555540734,0.010602295,0.059419174,Rorc
Zfp57,3.156173648,-0.330426664,0.152356294,-2.278712766,0.022684145,0.1071454,Zfp57
Wfikkn2,18.74386669,-0.330350421,0.148629763,-3.641332935,0.00027123,0.002883732,Wfikkn2
Rpl7a,2376.435042,-0.329734353,0.165367889,-1.994019393,0.046149935,0.179342294,Rpl7a
Psip1,169.2742787,-0.326740909,0.12411085,-2.635929571,0.008390715,0.049482521,Psip1
Synpo,87.17860124,-0.326626542,0.171302876,-1.963285655,0.049612991,0.188531704,Synpo
Brpf3,361.3283472,-0.326611074,0.089061789,-3.664630594,0.000247696,0.002673292,Brpf3
Hus1,186.204836,-0.326531636,0.112286969,-2.905115537,0.003671176,0.025281442,Hus1
Tgtp1,2.579167509,-0.325570935,0.142259011,-3.042579544,0.002345598,NA,Tgtp1
Bcl3,277.719763,-0.324553031,0.094218917,-3.441795998,0.000577866,0.005487855,Bcl3
Gm20692,2.901642341,-0.324545759,0.154681797,-2.178145122,0.029395234,0.12912935,Gm20692
Gm9873,2.297798822,-0.324106515,0.140925429,-2.115950232,0.034349041,NA,Gm9873
Gm14052,1.986722007,-0.323505197,0.133217421,-2.050802677,0.040286167,NA,Gm14052
Sap30,772.7481255,-0.323466934,0.062578755,-5.168775502,2.36E-07,5.72E-06,Sap30
Pcdhb19,3.682881215,-0.322795281,0.156048374,-1.962205223,0.049738596,0.188742297,Pcdhb19
Htr2c,28.90762073,-0.3211518,0.149641375,-4.338886062,1.43E-05,0.000216962,Htr2c
Ttc25,4.776700881,-0.320742812,0.169813731,-2.162572815,0.030574051,0.132610837,Ttc25
Pls1,3.699361653,-0.320704934,0.154533982,-1.965541985,0.049351541,0.187715021,Pls1
Tmem72,40.3632,-0.320252915,0.164594861,-3.487093481,0.000488301,0.004772096,Tmem72
Frmpd4,5.582094721,-0.320207608,0.157912555,-2.59914128,0.00934573,0.05387401,Frmpd4
Wipf3,3.291245882,-0.319186164,0.14488986,-2.16588003,0.030320356,0.131936068,Wipf3
Etnk1,1298.619771,-0.319144004,0.058512092,-5.454518358,4.91E-08,1.38E-06,Etnk1
P2ry14,192.5716126,-0.319112696,0.107136896,-2.976724728,0.002913455,0.020911295,P2ry14
Rbak,117.2389937,-0.318876156,0.138936841,-2.295793103,0.021687714,0.103683338,Rbak
Clec4e,432.6321796,-0.318761686,0.151354805,-2.081721304,0.037367934,0.1539997,Clec4e
Gm10052,283.2161437,-0.316151388,0.097941496,-3.226567087,0.001252849,0.010479374,Gm10052
Nod1,218.8345557,-0.314726235,0.108987974,-2.887968871,0.003877382,0.026486692,Nod1
Rnf165,5.192406432,-0.312983101,0.170946361,-1.983337168,0.04732978,0.182389779,Rnf165
Sox1,4.701040779,-0.312011259,0.168300829,-2.030803415,0.042274941,0.168296611,Sox1
Pou6f1,212.9861339,-0.311499896,0.116682508,-2.673438238,0.00750781,0.045150396,Pou6f1
Usp42,273.0752417,-0.311273883,0.097642924,-3.186135204,0.001441872,0.011779546,Usp42
Slamf7,141.3861229,-0.31083986,0.138686872,-2.22328658,0.026196482,0.119266432,Slamf7
Usp29,1.853022372,-0.310574002,0.129378642,-2.309097331,0.020938181,NA,Usp29
Gulp1,4.584684561,-0.310182462,0.16011395,-2.278917331,0.02267198,0.107119296,Gulp1
Mast1,4.052986752,-0.310109723,0.170828488,-2.123639094,0.033700334,0.142867811,Mast1
Gm26610,3.272519893,-0.309322099,0.158462219,-2.176233961,0.029537771,0.129567044,Gm26610
Six3os1,3.063096819,-0.308535419,0.148144377,-3.063697092,0.002186201,0.016576297,Six3os1
Zfp280c,230.6414846,-0.308394491,0.102083557,-3.019573486,0.002531309,0.018666667,Zfp280c
Leng8,2321.799035,-0.308221876,0.046596962,-6.614895949,3.72E-11,1.74E-09,Leng8
Phlpp2,170.3374586,-0.307808046,0.120691277,-2.552890975,0.010683293,0.059790127,Phlpp2
Pcyox1l,102.3015022,-0.307496071,0.149000221,-2.068035725,0.038636664,0.15750444,Pcyox1l
Dnajc17,119.6805822,-0.30746787,0.148388817,-2.069479402,0.038501122,0.15708963,Dnajc17
Iqce,333.7149305,-0.307049221,0.090710091,-3.385735275,0.000709878,0.006526431,Iqce
Ooep,5.16472482,-0.307048427,0.157947136,-2.791932316,0.005239431,0.033855918,Ooep
Psd,125.7076351,-0.306735919,0.149579908,-2.05004099,0.040360431,0.162763198,Psd
Pde5a,2.08435518,-0.306504064,0.131427736,-2.045607909,0.040794963,NA,Pde5a
Batf3,149.3613637,-0.30602402,0.132042388,-2.326192596,0.020008278,0.097239028,Batf3
Cdsn,7.87298686,-0.305545952,0.181343033,-2.021325353,0.043246096,0.171149317,Cdsn
Sik3,994.124084,-0.305458671,0.05783344,-5.281101476,1.28E-07,3.29E-06,Sik3
Kcne2,8.521624787,-0.304710651,0.15074171,-2.810728698,0.004942945,0.032276168,Kcne2
Map3k14,257.6686027,-0.30435502,0.100723145,-3.022307449,0.002508556,0.018541253,Map3k14
Rgs14,526.2684639,-0.303822394,0.08327272,-3.650196392,0.00026204,0.00280653,Rgs14
Nek11,2.527110895,-0.302903275,0.135526142,-2.457438833,0.013993164,NA,Nek11
Gch1,781.6698401,-0.302460372,0.074301992,-4.068106441,4.74E-05,0.000635171,Gch1
Gm22596,2.082791564,-0.301730072,0.139857105,-1.98517697,0.047124786,NA,Gm22596
5031425E22Rik,145.3836334,-0.301016392,0.127213298,-2.368157315,0.017876933,0.089274005,5031425E22Rik
Frmd4a,2492.826742,-0.300296796,0.047880427,-6.271343587,3.58E-10,1.50E-08,Frmd4a
Cldn1,13.30918966,-0.300103978,0.156970612,-2.395496229,0.016597885,0.084641869,Cldn1
Cavin3,4.260941026,-0.299942601,0.159250427,-2.065311348,0.03889355,0.158311664,Cavin3
Irf2,875.5681251,-0.299457451,0.060752442,-4.930028768,8.22E-07,1.72E-05,Irf2
Tmem132d,1.054742087,-0.299098627,0.100194017,-2.470279773,0.013500742,NA,Tmem132d
Slc13a3,4.1582271,-0.298988492,0.172220312,-2.167480313,0.030198249,0.13165327,Slc13a3
Msx1,29.38215025,-0.297792841,0.16293156,-2.859942035,0.004237184,0.028486238,Msx1
Ikbke,1430.777969,-0.296856403,0.05446122,-5.450810184,5.01E-08,1.40E-06,Ikbke
Cox18,140.3354039,-0.29625158,0.134900387,-2.190777667,0.028467886,0.126502157,Cox18
Ttc19,223.6861335,-0.29624097,0.106026524,-2.791204527,0.005251228,0.033918559,Ttc19
Dclre1c,321.5880239,-0.296171127,0.104754902,-2.82626812,0.004709383,0.031027313,Dclre1c
Lmnb1,221.4197987,-0.296088153,0.109408189,-2.705425876,0.006821687,0.041856699,Lmnb1
E430024P14Rik,2.359331916,-0.29591272,0.145901734,-2.007898703,0.044654057,NA,E430024P14Rik
Ankrd33b,117.2589455,-0.295158715,0.136747189,-2.154220748,0.031222864,0.134808916,Ankrd33b
BC034090,4.126013883,-0.293597471,0.153784404,-2.182973734,0.029037744,0.128117037,BC034090
Stc2,2.34465518,-0.292890797,0.138092737,-2.361999654,0.018176659,NA,Stc2
Gm13889,5.004412963,-0.29268508,0.1715411,-1.973360188,0.04845454,0.18539578,Gm13889
Pmf1,189.9626709,-0.291878994,0.128129937,-2.281219237,0.022535477,0.106630475,Pmf1
Slc44a5,2.2603901,-0.291408723,0.141331817,-1.993248564,0.046234236,NA,Slc44a5
A230050P20Rik,220.2176032,-0.291379243,0.103937445,-2.801088613,0.005093053,0.033068979,A230050P20Rik
Gm2830,5.772401882,-0.290929466,0.163263793,-2.478504471,0.013193446,0.070911475,Gm2830
Spata5l1,178.176933,-0.290538792,0.126088621,-2.299077382,0.021500546,0.102971595,Spata5l1
Usp36,544.8649798,-0.289586279,0.072880406,-3.972764794,7.10E-05,0.000893879,Usp36
Zkscan2,4.19568052,-0.289575237,0.171222804,-2.152444649,0.03136235,0.13523023,Zkscan2
Abca4,5.299483011,-0.288709037,0.151192639,-3.393710376,0.000689526,0.006364918,Abca4
Fmod,13.13261205,-0.288684017,0.16306417,-2.533787153,0.011283725,0.062637601,Fmod
Snhg6,199.2891133,-0.288487924,0.110558159,-2.606030336,0.009159835,0.053048792,Snhg6
Katnal2,4.326914231,-0.288167003,0.165902485,-1.980669561,0.047628342,0.183085703,Katnal2
Plcb2,228.1478697,-0.288099903,0.111869397,-2.574504783,0.01003837,0.057011298,Plcb2
Frem1,10.65603311,-0.28479013,0.142524591,-3.061388847,0.002203128,0.01668112,Frem1
Grid2ip,1.432582987,-0.284295695,0.112359967,-2.124897484,0.033595168,NA,Grid2ip
Aifm3,6.632059328,-0.284043979,0.167998159,-2.258065482,0.023941577,0.11151771,Aifm3
Zfp612,3.86941318,-0.283977423,0.152473006,-2.236323047,0.025330618,0.116707458,Zfp612
Gpr31b,3.067610739,-0.283103946,0.150274732,-2.095166434,0.0361562,0.150457056,Gpr31b
Pdgfd,4.621502093,-0.282852742,0.159869597,-2.61991572,0.00879515,0.051379343,Pdgfd
Slco1c1,26.4711292,-0.281321929,0.154312472,-2.717419086,0.006579324,0.040564537,Slco1c1
Calhm2,154.5387264,-0.281071887,0.129830011,-2.168502672,0.030120462,0.131380077,Calhm2
Gadd45b,325.8243667,-0.281021702,0.095028389,-2.954855155,0.003128159,0.022156647,Gadd45b
Hck,1750.166825,-0.280599806,0.05580847,-5.027976782,4.96E-07,1.12E-05,Hck
Naaa,267.109992,-0.279159905,0.11103327,-2.520604526,0.011715344,0.064646741,Naaa
Fras1,3.894528469,-0.277398869,0.141532778,-3.134983068,0.00171864,0.013618856,Fras1
Rbm24,2.775810713,-0.277131965,0.151963054,-2.291398429,0.02194038,0.104581399,Rbm24
Cd55,5.183738817,-0.277062977,0.166368974,-2.170733008,0.029951361,0.13091206,Cd55
Dcaf4,122.8991991,-0.276832593,0.131180252,-2.109540718,0.034897935,0.146409646,Dcaf4
Fam160a1,5.973655618,-0.276659202,0.173754617,-2.103300306,0.035439527,0.148177446,Fam160a1
Chrm1,2.435529071,-0.276005053,0.122945511,-2.865931693,0.004157839,NA,Chrm1
Hilpda,1347.479827,-0.27515204,0.055351288,-4.968448289,6.75E-07,1.45E-05,Hilpda
Pmepa1os,1.508130432,-0.274699189,0.122878511,-2.106236851,0.035183784,NA,Pmepa1os
Nqo1,454.0834688,-0.273220814,0.100012025,-2.734312938,0.00625106,0.038897361,Nqo1
Trim26,1250.812155,-0.272292269,0.053149022,-5.123122407,3.01E-07,7.11E-06,Trim26
Dcaf12l1,11.98683449,-0.271424361,0.167186043,-2.522940584,0.011637806,0.064284835,Dcaf12l1
Cxcl16,1176.206162,-0.270788024,0.054022153,-5.012157129,5.38E-07,1.20E-05,Cxcl16
Ubac2,493.5138627,-0.270782486,0.080222151,-3.374945638,0.000738303,0.006734039,Ubac2
Gm18853,3.155138042,-0.26993553,0.158364885,-1.986597768,0.046966989,0.181182313,Gm18853
Mitd1,150.9908703,-0.269028024,0.134268419,-2.004669471,0.044998394,0.176140003,Mitd1
Ccdc86,1259.500729,-0.268834703,0.051675542,-5.201806024,1.97E-07,4.82E-06,Ccdc86
Cask,374.5510064,-0.267591113,0.096640986,-2.77097016,0.005588955,0.035503066,Cask
Ccnj,174.5908952,-0.267407749,0.119013725,-2.24453737,0.024797847,0.114678494,Ccnj
Hjurp,442.9518664,-0.267076975,0.078875015,-3.386899506,0.000706873,0.006506213,Hjurp
Traf2,319.2054389,-0.266368638,0.094745997,-2.811688702,0.004928217,0.032193031,Traf2
Rpusd1,145.8686495,-0.265469835,0.128529008,-2.063284186,0.039085636,0.158933148,Rpusd1
Irf5,3096.958707,-0.264479726,0.036905186,-7.166841333,7.67E-13,4.55E-11,Irf5
Igfbpl1,7.132815555,-0.264424557,0.137088843,-3.015858134,0.002562531,0.018871037,Igfbpl1
Csrnp1,196.2481285,-0.264378653,0.111964699,-2.359128385,0.018317917,0.090765223,Csrnp1
Mme,2.001803157,-0.264093239,0.132234319,-2.670211403,0.00758035,NA,Mme
Tmem136,3.146753015,-0.263446347,0.153057786,-2.010816937,0.044344796,0.17413076,Tmem136
D9Wsu149,2.048875966,-0.263336312,0.134352774,-2.175102918,0.029622405,NA,D9Wsu149
Bcr,163.1266943,-0.263275864,0.123370268,-2.128698754,0.033279192,0.1414541,Bcr
Hmgb1,567.0311122,-0.262961643,0.075803446,-3.469404798,0.000521613,0.005045698,Hmgb1
Phykpl,273.0791394,-0.262937809,0.097294129,-2.701251254,0.006907913,0.042258845,Phykpl
9930111J21Rik2,289.0690634,-0.262719201,0.110732958,-2.376673787,0.01746953,0.087755563,9930111J21Rik2
Dcdc2a,2.108934277,-0.262233135,0.131509504,-2.211754078,0.026983662,NA,Dcdc2a
Lacc1,1068.87339,-0.261354662,0.060601659,-4.313361397,1.61E-05,0.000241025,Lacc1
Usb1,763.0949558,-0.261127103,0.075598121,-3.453206122,0.000553966,0.005301444,Usb1
Gm37490,1.323830945,-0.259991197,0.112260421,-2.464974993,0.013702281,NA,Gm37490
Il10ra,738.4418573,-0.259191015,0.073546394,-3.526678933,0.000420807,0.004196364,Il10ra
Zkscan6,169.1344295,-0.259143673,0.120814046,-2.144964904,0.031955653,0.137238346,Zkscan6
Gna11,346.1727192,-0.25897784,0.092845058,-2.789558542,0.005277995,0.034023354,Gna11
Myo1b,503.0834798,-0.258324594,0.078840956,-3.275181919,0.00105594,0.009081868,Myo1b
Taf1d,438.0942044,-0.258264486,0.08602255,-3.001237627,0.002688846,0.0196044,Taf1d
Tekt1,3.562732892,-0.258236652,0.147645887,-2.940071172,0.003281369,0.02300951,Tekt1
Efna3,1.327732414,-0.257696374,0.108223945,-1.993333491,0.046224941,NA,Efna3
Rfx1,439.5919916,-0.256529051,0.084233343,-3.045991462,0.002319144,0.017355933,Rfx1
Svopl,2.46793495,-0.25640909,0.126417151,-2.781130353,0.005416998,NA,Svopl
Nlrp3,619.1431583,-0.25604151,0.071639852,-3.573850093,0.00035177,0.003601405,Nlrp3
Gm26737,2.435163773,-0.255903595,0.140982474,-2.722425891,0.006480457,NA,Gm26737
Acox2,3.918467773,-0.255707515,0.141642866,-3.059737467,0.002215311,0.016726271,Acox2
Ankrd24,242.7437404,-0.255569481,0.0997296,-2.560665913,0.010447177,0.058794976,Ankrd24
Tmem39b,200.0325587,-0.255098015,0.12685537,-2.008783375,0.044560112,0.174593834,Tmem39b
Ttll6,1.84843566,-0.255072888,0.121307724,-2.609507984,0.009067253,NA,Ttll6
Kl,28.69068957,-0.254700075,0.142644309,-2.493703261,0.012641818,0.068724978,Kl
Gm15994,1.648149079,-0.254429077,0.127732496,-2.046662967,0.040691188,NA,Gm15994
Fnbp4,1036.698951,-0.25380859,0.060882745,-4.168762587,3.06E-05,0.000432325,Fnbp4
Lgi1,1.649296683,-0.253574073,0.11748169,-2.07933419,0.037586645,NA,Lgi1
Sod2,3032.377318,-0.252936778,0.047113834,-5.368032075,7.96E-08,2.14E-06,Sod2
Faap24,155.2672121,-0.252901592,0.121772542,-2.074391614,0.038042955,0.155871784,Faap24
Kin,161.5874243,-0.252834913,0.121521782,-2.080799549,0.037452257,0.154184444,Kin
Ppa1,478.5872701,-0.252541765,0.077403159,-3.260809632,0.001110946,0.009464157,Ppa1
Amz1,773.4269153,-0.252113233,0.065319417,-3.860311192,0.000113243,0.001347471,Amz1
Cirbp,353.4940246,-0.251568868,0.089576028,-2.808852583,0.004971841,0.032425485,Cirbp
Carhsp1,333.3376136,-0.249270511,0.104812628,-2.380768073,0.017276585,0.087111783,Carhsp1
Arrdc3,358.4491018,-0.249202855,0.094699185,-2.629381026,0.008554046,0.050188919,Arrdc3
Lxn,336.4819136,-0.247972262,0.096638613,-2.565696296,0.010296894,0.058188649,Lxn
Slc22a8,3.337854263,-0.247062272,0.140370989,-2.389058038,0.016891634,0.085787381,Slc22a8
Otx2,19.40861226,-0.246901745,0.145338854,-3.325572617,0.000882371,0.007805405,Otx2
Atp2b3,19.10129673,-0.246868137,0.134456085,-3.174729735,0.001499761,0.01214182,Atp2b3
Dvl3,646.1147071,-0.246790848,0.074549442,-3.310667349,0.000930738,0.008166098,Dvl3
Chil1,71.55971631,-0.246747705,0.135485732,-3.979633308,6.90E-05,0.000872778,Chil1
Plekhn1,1511.895272,-0.246716285,0.054851154,-4.497144781,6.89E-06,0.000114346,Plekhn1
Camkk2,1172.980012,-0.246173777,0.053205732,-4.627143891,3.71E-06,6.63E-05,Camkk2
Stk19,317.2367142,-0.245614435,0.09083061,-2.704667649,0.006837276,0.041930614,Stk19
Spata17,1.590135619,-0.245286518,0.108305568,-2.494704278,0.012606214,NA,Spata17
Lama2,1.370249806,-0.245251193,0.111365984,-1.965593201,0.04934562,NA,Lama2
Zfp687,278.2055152,-0.244390806,0.106682463,-2.290989691,0.02196401,0.104632211,Zfp687
Nfkbia,1086.938766,-0.242861567,0.055174629,-4.400876258,1.08E-05,0.000169221,Nfkbia
Ccnk,655.3475719,-0.242631396,0.070817978,-3.425477854,0.000613719,0.005770603,Ccnk
Plppr4,16.27598164,-0.241329731,0.158119538,-2.344648385,0.019045031,0.093486939,Plppr4
6330403L08Rik,279.6225043,-0.241195502,0.110589424,-2.1790149,0.029330561,0.12888034,6330403L08Rik
1-Mar,1547.1464,-0.240674332,0.051685942,-4.65669952,3.21E-06,5.84E-05,1-Mar
Fgf13,289.1205054,-0.24046803,0.106445334,-2.262510394,0.023665887,0.110680897,Fgf13
Slc24a4,2.986957464,-0.239122158,0.138401498,-1.962452352,0.049709843,0.188721956,Slc24a4
Rpl38-ps2,422.6231018,-0.238361804,0.112244449,-2.123137929,0.033742295,0.142970572,Rpl38-ps2
Ltbp3,385.4119371,-0.238141749,0.089542279,-2.660103544,0.007811663,0.046647367,Ltbp3
Sipa1l1,279.50402,-0.237693563,0.098787579,-2.405970415,0.016129571,0.082698006,Sipa1l1
Gm44647,0.971093897,-0.23760383,0.099186797,-2.213206812,0.026883391,NA,Gm44647
Mb21d1,210.3019543,-0.237355526,0.119797397,-1.981745643,0.047507716,0.182857108,Mb21d1
Rai2,2.460357875,-0.236846412,0.126300894,-2.699590621,0.006942485,NA,Rai2
Qtrt1,262.6256596,-0.236367523,0.096013828,-2.461185943,0.013847858,0.0736195,Qtrt1
Pttg1,217.6929835,-0.236298142,0.116457534,-2.028614236,0.042497597,0.168748631,Pttg1
Max,1369.10582,-0.235512818,0.050919201,-4.624950357,3.75E-06,6.68E-05,Max
Orai2,574.214293,-0.235274064,0.08023411,-2.932478416,0.003362683,0.023477667,Orai2
Gpr137,473.2824746,-0.235067575,0.083516134,-2.814252388,0.004889083,0.031989192,Gpr137
Ppp1r1b,39.31275551,-0.234729236,0.150613588,-2.056571798,0.039727433,0.161015357,Ppp1r1b
Zfp26,249.5117328,-0.234575667,0.103115449,-2.274520646,0.022934701,0.108012669,Zfp26
Bpgm,193.7926919,-0.234273325,0.114479611,-2.046553036,0.04070199,0.163731391,Bpgm
Mylk2,1.599554539,-0.234066322,0.114975943,-2.450632415,0.01426055,NA,Mylk2
Cntrl,558.3102388,-0.232887834,0.070941107,-3.282848267,0.00102764,0.008866826,Cntrl
Cldn2,27.07586551,-0.232609696,0.133775053,-2.793766602,0.005209807,0.033691474,Cldn2
Slc45a3,298.9181941,-0.232504127,0.09368318,-2.479788066,0.013146049,0.070680276,Slc45a3
Tor1aip1,2142.71563,-0.232248913,0.048059267,-4.832429555,1.35E-06,2.69E-05,Tor1aip1
Fabp1,1.000388681,-0.230366648,0.099201307,-2.201366436,0.027710093,NA,Fabp1
Keap1,965.1262345,-0.230000307,0.058494684,-3.931878063,8.43E-05,0.001038119,Keap1
Dnajb2,205.5800726,-0.22899592,0.108269477,-2.11454806,0.034468485,0.145208616,Dnajb2
Dnajc6,1.927514665,-0.227739126,0.129173383,-2.016163758,0.043782855,NA,Dnajc6
Gm37310,0.968328874,-0.227511687,0.091464121,-2.128136512,0.033325767,NA,Gm37310
Aard,1.746724733,-0.2265152,0.120103186,-2.007007532,0.044748861,NA,Aard
Prps1,211.036947,-0.22646975,0.114237949,-1.98001583,0.04770175,0.183210601,Prps1
Klhl10,1.178539217,-0.226427014,0.111255643,-2.262501395,0.023666443,NA,Klhl10
Lrwd1,331.8765774,-0.225811744,0.092166654,-2.45045227,0.014267688,0.075260988,Lrwd1
Fam96b,413.5788575,-0.224701155,0.081492451,-2.756925775,0.005834759,0.036760579,Fam96b
Myh7,1.818362082,-0.224381613,0.10934914,-2.484441763,0.012975473,NA,Myh7
Slc2a12,17.93486299,-0.224331516,0.144087409,-2.581515726,0.009836751,0.056063573,Slc2a12
Gpr135,1.654561747,-0.22410538,0.115887147,-1.964070784,0.049521884,NA,Gpr135
