X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_MInhibvsMCtrl
Tox4,907.5357866,-0.333964473,0.124092204,-2.649348366,0.008064715,0.129840149,Tox4
Lrp12,714.4446503,-0.333878428,0.162106034,-1.981390027,0.047547551,0.238109222,Lrp12
Fam222b,413.4322981,-0.333711471,0.144140854,-2.23321221,0.025534954,0.189983918,Fam222b
Armc6,349.0183716,-0.333523428,0.124545454,-2.647474119,0.008109557,0.129840149,Armc6
C2cd2l,2577.762452,-0.333467209,0.134597542,-2.408815609,0.016004382,0.163683453,C2cd2l
Gm37962,4.253675957,-0.333277903,0.159592709,-2.029987919,0.042357767,NA,Gm37962
Bag5,606.0214741,-0.332543262,0.147586335,-2.179607993,0.029286532,0.200637239,Bag5
Qtrt1,126.7100152,-0.332283775,0.138587149,-2.385314614,0.017064521,0.167730032,Qtrt1
Mrm3,137.9808161,-0.332130257,0.163642704,-1.997726952,0.045746271,0.233672575,Mrm3
Yars,1133.801753,-0.332029619,0.161708983,-1.961494699,0.049821343,0.242254636,Yars
Efna3,816.4534182,-0.332010506,0.135981697,-2.396941215,0.016532576,0.165696645,Efna3
Cntnap2,1283.660395,-0.331323249,0.148968015,-2.125036225,0.03358359,0.209957353,Cntnap2
Tmem14a,280.1636273,-0.331296725,0.138661766,-2.335525745,0.019515973,0.173015023,Tmem14a
Nrip2,181.5332089,-0.331238408,0.13940062,-2.347664194,0.018891545,0.170782787,Nrip2
Zwint,7985.234184,-0.330858771,0.125404903,-2.597957221,0.009378018,0.135508604,Zwint
Ahi1,2456.040719,-0.330850084,0.151082041,-2.143370043,0.032083397,0.207276738,Ahi1
Thoc3,367.0479878,-0.330772052,0.128906149,-2.498685368,0.012465493,0.148929305,Thoc3
Nrxn3,1917.453574,-0.330723227,0.158345107,-1.976799508,0.048064297,0.238992221,Nrxn3
Rad23b,2086.423814,-0.330713181,0.153726733,-2.068144251,0.038626461,0.22113866,Rad23b
Pak3,1367.442459,-0.330620054,0.132090621,-2.452708243,0.014178529,0.155495451,Pak3
Gdpgp1,116.2787236,-0.330529928,0.155517059,-2.089310691,0.036679765,0.216726385,Gdpgp1
Lancl1,2139.290113,-0.330527679,0.126436888,-2.564109996,0.010344076,0.138891355,Lancl1
Gm5559,122.1644155,-0.330504566,0.16000951,-1.996444296,0.045885583,0.233691875,Gm5559
Tcof1,285.1907221,-0.330173041,0.159139581,-2.003876106,0.045083334,0.232589467,Tcof1
Oscp1,534.9786056,-0.329955597,0.112001166,-2.913049717,0.003579176,0.099642093,Oscp1
Atp6v1c1,3215.93196,-0.329898438,0.133773514,-2.410294756,0.015939637,0.163622981,Atp6v1c1
Prdm15,200.7498889,-0.32984985,0.155111976,-2.091537232,0.036479933,0.21634335,Prdm15
Grik2,790.951885,-0.329697771,0.122910339,-2.673633959,0.00750343,0.127274443,Grik2
Ggt7,1599.163913,-0.329593152,0.126686358,-2.553001326,0.010679909,0.141191508,Ggt7
Ovca2,99.41150853,-0.329465976,0.148514786,-2.168154185,0.030146957,0.202485919,Ovca2
Ubald1,1683.330925,-0.329391667,0.156375166,-2.008125411,0.044629967,0.231632129,Ubald1
Gphn,793.4529547,-0.329363862,0.157863142,-1.987489302,0.0468682,0.236484401,Gphn
Slc30a3,1038.379256,-0.329131922,0.145066704,-2.153837861,0.031252889,0.205511024,Slc30a3
Mapk14,1140.600999,-0.329058962,0.138597694,-2.314574008,0.020636257,0.176630771,Mapk14
Rtn3,13575.8741,-0.329035,0.137610263,-2.324805468,0.020082365,0.175195221,Rtn3
Nprl2,353.8010426,-0.328908739,0.112724222,-2.913028602,0.003579418,0.099642093,Nprl2
Bcorl1,322.7071033,-0.328809025,0.138798701,-2.316354699,0.02053891,0.176459878,Bcorl1
Dcbld1,162.5179276,-0.328614138,0.131605827,-2.464689425,0.013713206,0.153394379,Dcbld1
Atg16l1,652.9190306,-0.328539213,0.125633093,-2.56560975,0.010299463,0.138797977,Atg16l1
Cacna2d2,361.6185133,-0.328295083,0.164141027,-2.019397461,0.043445925,0.230063215,Cacna2d2
Cse1l,661.7136873,-0.328283985,0.158845272,-2.008599484,0.044579626,0.231628392,Cse1l
Ints8,292.2350178,-0.328262305,0.127570862,-2.538542462,0.011131529,0.143826859,Ints8
Rsrp1,3216.211423,-0.32815363,0.114815985,-2.842193691,0.004480426,0.10828676,Rsrp1
Plppr2,3986.582515,-0.32776164,0.129362573,-2.478807068,0.013182259,0.151007026,Plppr2
Tada3,433.6974341,-0.327582776,0.151402396,-2.08037102,0.037491515,0.218214532,Tada3
2410002F23Rik,576.3096197,-0.327567397,0.149213248,-2.102773274,0.035485593,0.213710826,2410002F23Rik
Mis12,245.4048482,-0.327507604,0.110748286,-2.937374271,0.003310044,0.098259475,Mis12
Acvr1b,1663.23645,-0.327235261,0.154404911,-2.035462123,0.041804396,0.22744348,Acvr1b
Nuak1,958.3213815,-0.326939668,0.138642975,-2.303495806,0.021250963,0.178254964,Nuak1
Rprd1b,388.4523726,-0.32681099,0.143606283,-2.225580555,0.02604229,0.191587565,Rprd1b
Tbc1d15,471.9343344,-0.326540162,0.090113166,-3.612787323,0.000302923,0.036606525,Tbc1d15
Fbxo25,756.2229839,-0.326363383,0.145116753,-2.192873363,0.028316504,0.197942894,Fbxo25
Amph,2895.525263,-0.32624423,0.155712809,-2.003452389,0.045128753,0.232589467,Amph
Hsf2,309.3111186,-0.326038055,0.143360495,-2.244154532,0.02482246,0.18867393,Hsf2
Lmln,228.4658134,-0.32597137,0.155669031,-2.013925435,0.044017363,0.230954732,Lmln
Gm42372,1178.069252,-0.325884204,0.155884994,-1.973470728,0.048441956,0.240087803,Gm42372
Map7d2,1787.00116,-0.325535811,0.156641613,-1.969566131,0.048888116,0.240164281,Map7d2
Golt1b,399.2372938,-0.325450393,0.120411033,-2.672660457,0.007525238,0.127274443,Golt1b
Cdc42ep3,70.76585263,-0.32544566,0.165290557,-2.000083203,0.04549128,0.233117117,Cdc42ep3
Zfp74,174.144049,-0.325332569,0.154963857,-2.023656775,0.043005479,0.229764574,Zfp74
Gtpbp4,401.5676409,-0.325320991,0.149181492,-2.143470628,0.032075327,0.207276738,Gtpbp4
Qsox2,392.147099,-0.325247734,0.131982402,-2.434601122,0.014908214,0.159616408,Qsox2
Rraga,1503.884061,-0.325240733,0.132139559,-2.428812266,0.015148374,0.161018368,Rraga
Lrrc4b,3234.488425,-0.325193187,0.141073761,-2.234425694,0.025455077,0.189763174,Lrrc4b
Osbpl11,340.9653751,-0.32469155,0.139248199,-2.28858814,0.022103294,0.181453081,Osbpl11
Naa25,368.5794923,-0.324233164,0.159240591,-1.973615928,0.048425431,0.240087803,Naa25
Matn2,728.3742056,-0.324162518,0.146134058,-2.148993854,0.031634887,0.206253016,Matn2
Atp6v0d1,2682.098583,-0.323894298,0.093585165,-3.440415205,0.000580822,0.049711639,Atp6v0d1
Smarcd2,262.0426041,-0.323564443,0.143750999,-2.172258987,0.029836134,0.201684603,Smarcd2
Rap2b,470.2010123,-0.32341607,0.152937894,-2.014065388,0.044002669,0.230954732,Rap2b
Ano3,1761.476472,-0.323296655,0.151743665,-2.065434278,0.038881928,0.221532964,Ano3
Ogfod2,318.7427461,-0.322755263,0.114413055,-2.779031032,0.005452132,0.114180948,Ogfod2
Gria2,8210.381499,-0.322689246,0.147047223,-2.129689983,0.033197217,0.208490147,Gria2
Nptn,6885.012121,-0.322545972,0.14276215,-2.215292899,0.026739967,0.1935333,Nptn
Slx4,287.6554316,-0.322459719,0.153133538,-2.091641307,0.036470614,0.21634335,Slx4
Plxna2,1204.645881,-0.322306635,0.153523331,-2.007986014,0.044644778,0.231632129,Plxna2
Gria3,2221.301013,-0.322139882,0.135769814,-2.309957344,0.020890516,0.176827841,Gria3
Mtmr4,1055.038768,-0.322114469,0.147043233,-2.141840117,0.03220635,0.207679427,Mtmr4
Psmd3,1607.618688,-0.321675442,0.147295198,-2.109522975,0.034899465,0.212707902,Psmd3
Dr1,815.6871537,-0.321608396,0.115897893,-2.762680327,0.005732888,0.115622399,Dr1
Nipsnap1,969.6110333,-0.321424261,0.106364738,-3.005062417,0.002655264,0.090199425,Nipsnap1
Stoml1,809.2244094,-0.321410773,0.114496128,-2.767153946,0.005654805,0.114991425,Stoml1
Snap25,24488.86399,-0.321403349,0.142846271,-2.188657891,0.028621715,0.198854826,Snap25
Xab2,586.9845802,-0.321358046,0.133798394,-2.369192918,0.017826952,0.168655414,Xab2
Hgh1,117.9313626,-0.321306596,0.156088619,-2.021293626,0.043249379,0.230063215,Hgh1
Acsl4,1153.779312,-0.321237288,0.130402458,-2.443698897,0.014537554,0.15724663,Acsl4
Mepce,611.9572606,-0.321182926,0.130667241,-2.404162477,0.016209567,0.164465896,Mepce
Mogs,328.197209,-0.320998644,0.132884782,-2.388685529,0.016908769,0.167132229,Mogs
Msh6,230.4761305,-0.320982903,0.148727507,-2.15380958,0.031255108,0.205511024,Msh6
Abhd16a,972.8061284,-0.320914968,0.133921874,-2.355859187,0.018479921,0.17061009,Abhd16a
Zfp954,146.5632682,-0.320895963,0.113531725,-2.855943404,0.004290916,0.105906526,Zfp954
Trp53,245.7784075,-0.319998821,0.151696543,-2.029653997,0.042391722,0.228307691,Trp53
Ube2g2,759.2368288,-0.319668256,0.121098147,-2.602592123,0.009252195,0.135426356,Ube2g2
Aamp,1563.297765,-0.319525216,0.103383104,-3.059209939,0.002219216,0.085498086,Aamp
Tmem151a,2618.825791,-0.319369884,0.154955676,-1.983797039,0.04727847,0.237618375,Tmem151a
Cdc37,1777.62468,-0.319280377,0.111874029,-2.818228117,0.004828949,0.110341922,Cdc37
Gm45204,2.915698433,-0.318898524,0.148565588,-2.044463851,0.040907745,NA,Gm45204
Med20,207.6938359,-0.318861776,0.121161428,-2.630269093,0.008531731,0.131334609,Med20
Map2k7,661.0530034,-0.318762141,0.113825022,-2.745208612,0.006047244,0.118242073,Map2k7
Rnf168,592.7107887,-0.318651053,0.102997667,-3.08425728,0.00204061,0.082346478,Rnf168
Syt12,287.2863782,-0.318517503,0.150600888,-2.038345566,0.041515386,0.227220913,Syt12
Wdr3,212.8010533,-0.318263117,0.13357614,-2.344841375,0.019035176,0.171173353,Wdr3
Klf16,837.1077668,-0.318226122,0.129385609,-2.432748749,0.014984695,0.160271317,Klf16
AC114585.1,154.8083657,-0.317725542,0.123981798,-2.530283627,0.011397036,0.144975406,AC114585.1
Rftn1,216.8391989,-0.317720491,0.148572134,-2.158772289,0.030867837,0.204165333,Rftn1
Napb,6862.615452,-0.317702056,0.132901346,-2.329948321,0.019808883,0.174041929,Napb
Gsto1,377.2549243,-0.317188968,0.131029704,-2.381286556,0.017252286,0.168077917,Gsto1
Efnb3,2150.380694,-0.317177096,0.134401902,-2.298331078,0.021542953,0.179236882,Efnb3
Galntl6,293.3679293,-0.316975015,0.15578722,-2.013045471,0.044109846,0.231096808,Galntl6
Haghl,636.276068,-0.316964412,0.13421381,-2.317624161,0.020469756,0.176217639,Haghl
Tsfm,191.1413325,-0.316913092,0.130352101,-2.40153168,0.016326595,0.164808001,Tsfm
Gm37242,3.175089579,-0.316780987,0.154936664,-1.974368848,0.048339818,NA,Gm37242
Snip1,191.6878426,-0.316137829,0.131013208,-2.360785969,0.018236252,0.169732996,Snip1
Pprc1,321.2348155,-0.316079655,0.127651918,-2.452819792,0.014174133,0.155495451,Pprc1
Wars,1243.42784,-0.315927632,0.15103086,-1.996821028,0.045844628,0.233691875,Wars
Ptpre,739.3734113,-0.315712414,0.153494466,-1.979577301,0.047751046,0.23839161,Ptpre
Anxa6,1209.627429,-0.315641186,0.149845931,-2.032626479,0.042090274,0.227811915,Anxa6
Fdft1,1053.799642,-0.315362771,0.089224241,-3.543334277,0.000395102,0.041021001,Fdft1
Tmem229b,364.0743546,-0.315059405,0.147030579,-2.072890945,0.03818243,0.220189331,Tmem229b
Ptbp2,1188.047382,-0.314959061,0.132398422,-2.343708348,0.019093095,0.171535344,Ptbp2
Pgam2,118.7105368,-0.314941374,0.143037513,-2.13505761,0.032756305,0.208151102,Pgam2
Nrn1,1773.451943,-0.314910609,0.127623434,-2.41808558,0.015602407,0.163040194,Nrn1
Large1,2137.642428,-0.314895757,0.150328658,-2.007921839,0.044651598,0.231632129,Large1
Hyal2,152.9257748,-0.314890981,0.134562932,-2.340610468,0.019252242,0.171917507,Hyal2
P4ha1,852.6255197,-0.314864112,0.123518345,-2.565195546,0.010311767,0.138836881,P4ha1
Banp,332.2976215,-0.314849086,0.150091078,-2.088776824,0.036727818,0.216726385,Banp
Rrs1,392.9553274,-0.314796311,0.126753688,-2.42652266,0.015244298,0.161224311,Rrs1
Dgcr2,960.6173338,-0.314711591,0.142655059,-2.136684777,0.032623639,0.208151102,Dgcr2
Txndc15,757.0159801,-0.314678887,0.118394216,-2.616804692,0.008875711,0.132606301,Txndc15
Lrrtm4,253.5175395,-0.314612657,0.144013129,-2.154999628,0.031161863,0.205464826,Lrrtm4
Surf6,246.6799528,-0.314561997,0.122557366,-2.522882377,0.011639733,0.145091307,Surf6
Ppfia2,1819.629511,-0.314538445,0.153302877,-1.973785972,0.048406085,0.240087803,Ppfia2
Zfp235,192.5647187,-0.314098359,0.145203436,-2.111958244,0.034690031,0.212390002,Zfp235
Cpsf4,226.5767417,-0.313970208,0.137275589,-2.26437102,0.023551305,0.185776825,Cpsf4
Klhl12,497.3892976,-0.313920767,0.135243767,-2.28576289,0.022268134,0.181821568,Klhl12
Napg,2200.662845,-0.313912797,0.153330028,-1.969521174,0.048893274,0.240164281,Napg
Hdac9,528.5788856,-0.313796524,0.14032212,-2.20778444,0.027259303,0.195245383,Hdac9
Ccdc86,126.049599,-0.313744723,0.145617383,-2.096923718,0.036000329,0.215140999,Ccdc86
Prdm2,952.366341,-0.313602764,0.135862754,-2.246608736,0.024665043,0.18867393,Prdm2
Tuba4a,4133.44239,-0.313001842,0.141860429,-2.142088484,0.032186362,0.207679427,Tuba4a
Rsad1,163.3712433,-0.312876269,0.12360655,-2.504155118,0.012274421,0.148022202,Rsad1
Tent4a,636.5410158,-0.312851516,0.11970352,-2.579784098,0.00988621,0.137372665,Tent4a
Raph1,430.1159008,-0.312690164,0.152037366,-2.003543742,0.045118957,0.232589467,Raph1
Gale,159.1945388,-0.312088815,0.138786057,-2.245945155,0.024707521,0.18867393,Gale
Ptprr,211.3266522,-0.311944814,0.149124289,-2.041455753,0.041205548,0.226812707,Ptprr
Piwil1,2.315917371,-0.311942411,0.148273603,-2.010473237,0.044381126,NA,Piwil1
Lclat1,466.8820302,-0.311712535,0.148470236,-2.038747598,0.041475225,0.227220147,Lclat1
Man1a,901.8302008,-0.311686233,0.140704982,-2.195620263,0.028119135,0.197503765,Man1a
Slc38a9,222.6979009,-0.311529188,0.134631547,-2.275730901,0.022862121,0.183481897,Slc38a9
Dner,1937.819076,-0.311501026,0.128899517,-2.364496437,0.018054601,0.169308714,Dner
Foxj3,1060.95138,-0.311472842,0.143504714,-2.105539041,0.035244413,0.213303566,Foxj3
Napa,3031.341756,-0.311341766,0.141102168,-2.141906317,0.032201021,0.207679427,Napa
Ergic1,1379.718675,-0.311188917,0.131526148,-2.322830257,0.020188273,0.175699946,Ergic1
Alg3,111.5278256,-0.310494912,0.142446863,-2.102431573,0.035515488,0.213803527,Alg3
Fam171a2,1673.270301,-0.310243915,0.136395885,-2.243484417,0.024865594,0.18867393,Fam171a2
Zbtb2,210.7164869,-0.310005244,0.12806626,-2.344723542,0.019041192,0.171173353,Zbtb2
Wdr36,346.5292256,-0.309793211,0.143802947,-2.106947165,0.03512216,0.212929666,Wdr36
Sec23ip,586.1895312,-0.309676854,0.137451643,-2.184389557,0.028933635,0.199517577,Sec23ip
Pnmal1,2171.318222,-0.309510363,0.128860631,-2.353659002,0.018589656,0.170698158,Pnmal1
Slbp,214.2965181,-0.309105199,0.128284722,-2.365349245,0.018013075,0.169308714,Slbp
Tmem25,583.4206047,-0.308995135,0.150984844,-1.983584023,0.047302232,0.237618375,Tmem25
Fbxo33,773.9442386,-0.308976343,0.126226595,-2.427030632,0.01522297,0.161224311,Fbxo33
Ppp4r2,965.1989614,-0.308836371,0.104719486,-2.93399557,0.00334629,0.098259475,Ppp4r2
Trpc1,624.4181412,-0.308208071,0.121894506,-2.503727702,0.012289257,0.148022202,Trpc1
Gm49486,3.450683401,-0.307234388,0.151473446,-1.963747943,0.04955933,NA,Gm49486
Tmem19,490.7425679,-0.306810941,0.117054468,-2.591033373,0.009568821,0.135626722,Tmem19
Rpp25l,170.6520684,-0.306792434,0.133237857,-2.290308969,0.022003412,0.180822914,Rpp25l
Fem1c,402.5967118,-0.306710047,0.145446043,-2.095359495,0.036139047,0.215620386,Fem1c
Aldh18a1,256.3042462,-0.306655921,0.150951451,-1.972374092,0.048566917,0.240134438,Aldh18a1
Vstm2l,1543.049108,-0.306447239,0.128654614,-2.343423102,0.019107701,0.171562017,Vstm2l
Srsf12,305.3233446,-0.306390546,0.125319741,-2.426603174,0.015240916,0.161224311,Srsf12
Gm18622,0.944315664,-0.306383907,0.100636266,-2.667634419,0.007638733,NA,Gm18622
Dyrk2,762.9675591,-0.306239094,0.13474938,-2.246950232,0.024643208,0.18867393,Dyrk2
Usp5,2242.663898,-0.306195328,0.139404931,-2.131290575,0.033065211,0.208417523,Usp5
Eif5b,1078.56059,-0.30603905,0.1477881,-1.985431916,0.047096438,0.237382149,Eif5b
Mat2a,1914.97103,-0.305796382,0.090768996,-3.356808462,0.000788477,0.055619706,Mat2a
Grhl1,353.5343502,-0.305654615,0.141021289,-2.108237522,0.035010449,0.212707902,Grhl1
Gm5096,3.530025584,-0.305649146,0.146336248,-1.962287479,0.049729024,NA,Gm5096
Rogdi,1502.077282,-0.305648488,0.140863633,-2.09077244,0.036548468,0.216517519,Rogdi
Ramp2,342.460903,-0.305637064,0.118232194,-2.510434226,0.012058278,0.147776557,Ramp2
Pdcd4,892.2144028,-0.305567084,0.136540162,-2.1722723,0.02983513,0.201684603,Pdcd4
S100pbp,464.9758488,-0.305359925,0.13793512,-2.176149269,0.029544101,0.201150682,S100pbp
Bbs5,146.2610348,-0.305356059,0.147124978,-2.095449095,0.036131089,0.215620386,Bbs5
Atxn2,1028.408308,-0.305129721,0.143494084,-2.059418036,0.039454209,0.22243725,Atxn2
Cdip1,3194.296425,-0.305059609,0.114597567,-2.609260861,0.009073804,0.134177629,Cdip1
Faim2,5986.97105,-0.304856096,0.146492496,-2.004258012,0.045042429,0.232589467,Faim2
Gm7964,497.45159,-0.304842802,0.121813061,-2.487486812,0.012864922,0.150123085,Gm7964
Cltc,6101.65902,-0.30483346,0.12940457,-2.302017764,0.02133417,0.178507193,Cltc
Galk2,314.9568798,-0.304717383,0.13354923,-2.261545372,0.023725506,0.186254069,Galk2
Ppat,208.5063633,-0.304540224,0.142126822,-2.094385866,0.036225621,0.215658232,Ppat
Cops7a,1635.293452,-0.304521772,0.102488282,-2.941418935,0.003267123,0.097774889,Cops7a
Pigu,254.0561051,-0.304321297,0.143299435,-2.055257465,0.039854143,0.223495487,Pigu
Ciao1,632.8141216,-0.304264878,0.126365882,-2.376685508,0.017468975,0.168077917,Ciao1
Nans,198.1854537,-0.304055224,0.12179818,-2.494327449,0.012619607,0.149318508,Nans
Tmem206,129.7966523,-0.30401016,0.137180615,-2.17032244,0.029982428,0.201932981,Tmem206
Fastkd1,186.224648,-0.303908466,0.137993466,-2.206876782,0.027322669,0.195245383,Fastkd1
Slc24a3,2880.512998,-0.303756847,0.141295721,-2.112422611,0.034650217,0.212390002,Slc24a3
Gpd1,1361.58169,-0.303539623,0.12115197,-2.430759275,0.015067221,0.160271317,Gpd1
Babam2,341.5485246,-0.30339387,0.137509506,-2.137030372,0.032595521,0.208151102,Babam2
Prkar2b,457.8971002,-0.303050738,0.141565775,-2.088290066,0.036771677,0.216726385,Prkar2b
Fbxo42,495.753725,-0.303030743,0.141541485,-2.105471139,0.035250317,0.213303566,Fbxo42
Cryl1,204.7188531,-0.302980659,0.133910663,-2.252499203,0.024290743,0.188458261,Cryl1
Rnf19a,550.2831349,-0.302963535,0.128406072,-2.302767383,0.021291935,0.178254964,Rnf19a
Lmo4,2259.169076,-0.302575281,0.131016705,-2.281143603,0.022539951,0.182679049,Lmo4
Ddx55,254.5194588,-0.302421698,0.142370613,-2.070743329,0.038382789,0.220634533,Ddx55
Lpin2,1114.621917,-0.302399025,0.119729433,-2.471056167,0.013471466,0.152113313,Lpin2
Cmas,1063.338522,-0.302354674,0.126275352,-2.358228126,0.018362405,0.170324497,Cmas
Ddi2,711.4077614,-0.301901613,0.127553126,-2.321083696,0.020282327,0.175745659,Ddi2
Dtd1,676.0939459,-0.301565634,0.117097265,-2.552656693,0.010690481,0.141191508,Dtd1
Ddx47,582.8090941,-0.30150761,0.132633573,-2.224115603,0.026140667,0.191980925,Ddx47
Cnot6l,600.9201238,-0.301491437,0.11415294,-2.61073739,0.009034724,0.134002957,Cnot6l
Tmx4,2983.019776,-0.30138828,0.145284208,-2.003323798,0.045142545,0.232589467,Tmx4
Mtmr1,678.6253483,-0.301278882,0.115548818,-2.57907421,0.00990655,0.137393829,Mtmr1
Impdh2,393.2316931,-0.301208548,0.129825562,-2.245109874,0.02476108,0.18867393,Impdh2
Alas1,738.559206,-0.301101573,0.144106318,-2.045319066,0.040823412,0.226186688,Alas1
Scyl2,366.49134,-0.301040716,0.142365662,-2.089342602,0.036676894,0.216726385,Scyl2
Chpf,1593.742341,-0.300809305,0.147660583,-1.976933405,0.048049158,0.238992221,Chpf
Gm9378,1.760781958,-0.300748447,0.129334946,-2.167557695,0.030192355,NA,Gm9378
Pik3c3,576.0044025,-0.300737588,0.144073449,-1.995685616,0.045968154,0.233853862,Pik3c3
Lmnb2,272.9319981,-0.300635373,0.145714761,-1.970333879,0.048800118,0.240134438,Lmnb2
Gpr45,214.8556946,-0.300493475,0.116169563,-2.593886533,0.00948978,0.135626722,Gpr45
Pced1b,61.60994705,-0.300339061,0.145621602,-2.043761769,0.040977088,0.226417333,Pced1b
Snx16,273.6728815,-0.300215319,0.123867762,-2.40086053,0.016356569,0.164829051,Snx16
Nckipsd,958.7219632,-0.300169172,0.146678625,-1.972702427,0.048529475,0.240134438,Nckipsd
Naa16,115.0198538,-0.299981081,0.150920607,-2.007307566,0.044716924,0.231735004,Naa16
Psmc2,1219.374526,-0.299977241,0.125598058,-2.351941353,0.018675719,0.170698158,Psmc2
Psmg2,191.0795109,-0.299933785,0.134750971,-2.223384567,0.026189879,0.191980925,Psmg2
Zbtb45,388.035014,-0.299744622,0.136706645,-2.147228001,0.031775135,0.206500243,Zbtb45
Scamp5,5035.873124,-0.299625544,0.128515598,-2.272663055,0.023046493,0.183769331,Scamp5
Coil,262.716052,-0.299283511,0.13501863,-2.242306109,0.024941595,0.188692093,Coil
Spata7,213.5867376,-0.299244255,0.121877761,-2.453633208,0.014142115,0.155495451,Spata7
Ifngr2,806.0123701,-0.299224779,0.113962437,-2.589770716,0.009603988,0.135626722,Ifngr2
Gm16353,1.588714642,-0.299056616,0.128849923,-2.128518238,0.033294139,NA,Gm16353
Nol3,279.9053666,-0.299054603,0.128710767,-2.280050605,0.022604687,0.182679049,Nol3
B4galnt4,1132.899714,-0.298950413,0.124451546,-2.351039971,0.018721023,0.170782787,B4galnt4
Zfp9,298.5271519,-0.298899244,0.117369487,-2.548767171,0.010810445,0.14190687,Zfp9
Cyp46a1,1841.639398,-0.298883945,0.137886729,-2.117087728,0.034252403,0.211296208,Cyp46a1
Lrtm2,694.6253404,-0.298666669,0.127415,-2.269259841,0.023252529,0.18420851,Lrtm2
Stambpl1,215.290086,-0.298535315,0.132033231,-2.248312687,0.024556258,0.18867393,Stambpl1
